project_id,legacy_ocms_code,project_name,agency,state,date_of_approval,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,expenditure,physical_progress
618011,N24001527,Construction of 2 lane with paved shoulder for the work of Development of remaining sections of NH-325 Balotra to sanderao via Jalore to 2 lane with paved shoulder configuration by Construction of Byasses for town portions1 Asotra- Brahmdham bypass 2Siwana Bypass 3 Mokalsar Bypass 4 Major realignment at Kathadi 5 Major realignment at Bishangarh 6 Jalore Bypass 7 Ahore Town portion 8 Dujana Bypass in the state of Rajasthan on EPC Mode,MoRTH,Rajasthan,12/2021,05/2022,05/2024,05/2026,411.44,411.44,66.63,87.6
618069,N24002167,Upgradation to Two-lane with paved shoulder of Hanumangarh to Kenchiyan section from Km 0.000existing chainage-Km 23.200 to Km 49.605existing chainage-Km 74.645 of NH-54 in the State of Rajasthan on EPC mode.,MoRTH,Rajasthan,03/2022,10/2024,10/2026,10/2026,334.64,334.64,0,68
618092,N24002168,Up-gradation to 2 lane with paved shoulder from Neechli Oden Nathdwara at Design Km 88.800 existing km 55.95 to Bhatewar at Design Km 142.028 existing km 0.00 of NH-162E in the State of Rajasthan on EPC mode.,MoRTH,Rajasthan,02/2023,10/2024,10/2026,10/2026,606.61,606.61,0,48.79
618093,N24001927,Up-gradation to 2 lane with Paved shoulder from Charbhuja at Design km 0.00 existing km 150.00 to Neechli Oden Nathdwara at Design ch. Km 88.800 existing km 55.950 of NH-162E on EPC mode.,MoRTH,Rajasthan,02/2022,09/2023,09/2025,-,838.43,838.43,55.04,0
618117,,Upgradation to 2-Lane with Paved Shoulder from Design Km 36300 to Design Chainage 47918 and from Design Ch 69900 to Design Ch 83940 of NH-248A Natni Ka Bara in the State of Rajasthan on EPC Mode.,MoRTH,Rajasthan,02/2024,11/2024,05/2026,05/2026,154.89,154.89,11.56,23
618118,N24001867,Upgradation of two lane paved shoulder from Shahpura existing km. 0.00   Design Ch. 000    to Thanagazi existing Km.37352   Design Ch. 36810    of NH-248A on EPC mode in the State of Rajasthan.,MoRTH,Rajasthan,03/2022,02/2023,07/2024,07/2025,174.34,174.34,63.55,100
618200,N24001928,Construction of 2 lane with Paved Shoulder for Northern Bypass Phase-II of Kota city in the State of Rajasthan.,MoRTH,Rajasthan,03/2022,10/2023,04/2025,02/2027,317.74,317.74,6.06,36.87
618235,,Balance work of Rehabilitation and Up-gradation to 4-Lane configuration of Ras- Beawar Section Km 00.000 to km 30.050 of NH-158 in the State of Rajasthan under Green National Highway Corridor Project GNHCP.,MoRTH,Rajasthan,01/2025,06/2025,12/2026,12/2026,278.1,278.1,28.44,37.16
618456,N24001568,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-14 Ch. 388.420 to Ch. 419.000 [Junction with NH- 76 to Junction with NH-12 near village Ummedpura],National Highways Authority of India [NHAI],Rajasthan,11/2019,05/2021,05/2023,03/2025,1119.35,1194.17,975.7,99.8
618457,N24001567,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-10 Ch. 292.950 to Ch. 319.400 [End of Interchange on NH-166 near village Mui to Hardeoganj village near Indergarh],National Highways Authority of India [NHAI],Rajasthan,11/2019,05/2021,05/2023,06/2026,1272.97,1265.16,1086.63,95.15
618458,N24001612,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-15 Ch. 419.000 to Ch.427.300 [Junction with NH-12 near village Ummedpura to Major bridge over Takli river near Nayagaon Jageer village],National Highways Authority of India [NHAI],Rajasthan,07/2020,07/2021,01/2024,05/2026,1854.68,1854.68,1331.43,91.69
618611,,Sangariya near Chautala-Rasisar near Bikaner section of NH-754K Phase-I AJ/SR- Package-7,National Highways Authority of India [NHAI],Rajasthan,02/2019,06/2021,06/2023,04/2026,520.63,548.42,425.94,100
618612,N24001563,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-6,National Highways Authority of India [NHAI],Rajasthan,10/2019,08/2021,08/2023,04/2026,846.59,740.62,671.43,100
618613,N24001564,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-7,National Highways Authority of India [NHAI],Rajasthan,10/2019,07/2021,07/2023,04/2026,662.08,597.77,507.78,99.2
618757,,6L access controlled Highway from Km 40080 to Km 86513 Mator to Barodameo Section,National Highways Authority of India [NHAI],Rajasthan,09/2022,03/2024,03/2026,05/2026,2010.2,1565.88,664.82,37.24
618758,,6L accesscontrolled highway from km 0000 to km 40080 Paniyala to Mator Section of Paniyala-Barodameo ICR,National Highways Authority of India [NHAI],Rajasthan,09/2022,09/2024,09/2026,09/2026,1764.86,1239.24,272.55,35.1
618796,N24000795,Tanot -Ramgarh-Bhadasar-Jaisalmer NH-68 and BhadasarMokal-Sarkaritala up to Pakisthan Border NH-968 Pkg-BM/5,National Highways Authority of India [NHAI],Rajasthan,02/2018,04/2019,04/2021,04/2026,828.58,830.37,405.13,100
618797,,Mayjilar  Jaisalmer with Jaisalmer Bypass Link Road Section of NH-11 Part of BM-7 & Sundra  Myajilar  Ambsingh ki Dhani Road part of Munabao  Tanot project NH-70,National Highways Authority of India [NHAI],Rajasthan,03/2025,12/2025,12/2027,12/2027,1237.71,927.02,0.53,5.6
618838,N24001558,4L of Karwar Km. 281.980 of NH-62 Nagaur road to Dangiyavas of Jodhpur Ring Road Pkg-II,National Highways Authority of India [NHAI],Rajasthan,11/2021,08/2022,08/2024,04/2026,736.75,512.77,399.95,99
618853,,Construction of Four lane Elevated Structure at Raniwada Circle in Sanchore City on NH-68,National Highways Authority of India [NHAI],Rajasthan,01/2024,07/2024,07/2026,07/2026,353.3,241.34,156.66,79.48
619063,N24001557,4L Greenfield spur from Delhi-Vadodara Greenfield expressway near Bandikui to Jaipur,National Highways Authority of India [NHAI],Rajasthan,03/2022,11/2022,11/2024,04/2026,1636.15,2170.39,1204.89,100
619251,,Construction of two lane with paved shoulder of Ghatol Bypass from km 133.250 to km 140.950 of NH-56 old NH No. 113 on EPC mode in the State of Rajasthan.,MoRTH,Rajasthan,03/2025,03/2026,09/2027,-,170.49,170.49,0,0
618071,N24001442,Construction of two lane with paved shoulder Gangtok Bypass Road from Ranipool to Burtuk Ch 0.00 Km to 23.316 L23.316 Km in the State of Sikkim,MoRTH,Sikkim,10/2021,05/2022,05/2024,06/2026,385.15,342.89,0,90
618426,,Construction/Up gradation of Existing road to 2 Lane with Paved Shoulder including Geometric Improvement from Ranipool to Pakyong Balance work from Km 2.000 to 16.167 of NH-717-A on EPC basis under SARDP-NE Phase A in the State of Sikkim,NHIDCL,Sikkim,03/2018,01/2023,07/2024,04/2026,264.84,380.94,0,85.15
618428,,Realignment of NH-717A from Design Ch.0.00 Km 77.800 of NH-10 to Design Ch.2.00 Km 3.100 of NH-717A with two lane paved shoulder including Major Bridge of 680 m in the State of Sikkim on EPC Mode-COS work,NHIDCL,Sikkim,01/2021,04/2021,04/2023,04/2026,264.84,380.94,61.11,97.57
618446,N24001337,Construction & Upgradation of existing road to 2-lane with paved shoulder from New Rolep Bridge at km 37.600 to Chochenpheri at km 52.00 in the section of Rongli to Chochenpheri of NH 717B Pkg-II C,NHIDCL,Sikkim,10/2020,05/2021,05/2024,06/2026,493.42,478.79,0,77.07
618447,N24001362,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Helipad near Menla at Km 82000 to Menla at Km 94030 of Rhenock-Menla Spur NH- 717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,NHIDCL,Sikkim,01/2021,02/2021,02/2024,05/2026,410.6,379.3,0,81.83
618448,N24001338,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Chochenpheri at Km 52000 to Helipad near Menla at Km 82000 of Rhenock-Menla Spur NH-717B Package-IIIA on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,NHIDCL,Sikkim,10/2020,12/2020,12/2023,10/2026,816.79,786.6,32.28,60.88
618449,N24001336,Construction & Upgradation of existing road to 2-lane with paved shoulder from km27.200 End of Rongli bypass to km37.600New Rolep Bridge of Rhenok-Menla spur NH-717B on EPC Mode under SARDP-NE Phase-A in Sikkim Pkg-II B,NHIDCL,Sikkim,07/2020,10/2020,04/2023,06/2026,230.45,244.91,0,80.46
618450,N24001327,Rehabilitation & Upgradation of existing road to 2-lane with paved shoulder including geometric improvement of section from start of Rabangla km33.600 to km58.840 under SARDP-NE Phase A  Pkg- IV,NHIDCL,Sikkim,07/2020,10/2020,05/2022,06/2026,292.8,292.8,1.91,65.1
617962,N24002165,"Construction of Bypass to Madurai  Achambathu  Viratipathu in between km 6/850 10/382 of NH 49 Extn New NH 85 including Land Acquisition on Engineering, Procurement & Construction EPC basis Contract under NH O Annual Plan 2021-22 in the state of Tamil Nadu job No.NH-49 Extn New NH 85 - TN-2021-22-997",MoRTH,Tamil Nadu,03/2022,09/2024,08/2026,08/2026,238.97,260.07,119.33,92
618478,N24001718,Bangalore Chennai Expressway Phase-III  Package II Walajahpet to Arakkonam from Km 180.000 to Km 204.500,National Highways Authority of India [NHAI],Tamil Nadu,01/2021,07/2022,07/2024,04/2026,1106.65,1106.65,538.86,93.04
618479,N24001717,Bangalore Chennai Expressway Phase-III  Package III Arakkonam to Kancheepuram from Km 204.500 to Km 230.000,National Highways Authority of India [NHAI],Tamil Nadu,12/2020,08/2022,07/2024,03/2027,1525.1,1525.1,353.88,53.56
618480,,Construction of Trumpet Interchange Connecting Bangalore  Chennai Expressway km.261705 to km. 262800 with Maduravoyal to Walajapet Section of NH 48 near Sriperumbudur Toll Plaza at km. 35700,National Highways Authority of India [NHAI],Tamil Nadu,05/2023,02/2024,08/2025,07/2026,162.55,162.56,35.71,24.13
618481,N24001719,4L Bangalore-Chennai Expressway from Km. 230.000 to Km. 261.705 of Kanchepuram to Sriperumbudur Section Phase-III/Package-IV,National Highways Authority of India [NHAI],Tamil Nadu,02/2021,07/2022,07/2024,07/2026,3605.73,3605.73,883.27,83.45
618521,N24001723,Karaipettai to Walajapet from Km 71.015 to 107.091,National Highways Authority of India [NHAI],Tamil Nadu,08/2018,02/2019,02/2021,04/2026,766.51,766.51,427.32,93.55
618522,,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,National Highways Authority of India [NHAI],Tamil Nadu,06/2024,01/2025,10/2026,10/2026,411.16,411.16,75.77,28.06
618561,,Improving the Alignment of Thoppur Ghat Section from Km 158.500 to Km 165.100 in Dharmapuri - Salem Section of NH-44,National Highways Authority of India [NHAI],Tamil Nadu,03/2024,03/2025,03/2028,03/2028,904.99,731.09,137.39,34.48
618562,,Dindigul Bypass - Samyanallore from km. 373.275 to km. 426.00,National Highways Authority of India [NHAI],Tamil Nadu,NA,07/2006,01/2009,-,579,295.5,1.4,100
618563,N24001606,4L of Madurai Ring Road Phase 1 [Vadipatti-Thamrapatti] from km 0.00 - km 29.960,National Highways Authority of India [NHAI],Tamil Nadu,12/2018,03/2020,03/2022,06/2026,900.05,900.05,607.63,95.85
618608,N24002113,4L of left-over works including additional structures from Kerala/Tamil Nadu border to Kanyakumari Section from Km 43.0 to Km 96.174 of NH66,National Highways Authority of India [NHAI],Tamil Nadu,11/2022,08/2023,08/2025,05/2026,1564.23,1263.42,880.69,75.19
618635,N24001818,6L of Pondavakkam to Kannigaipair from km 96.040 to km 116.100 of NH 716B Pkg- IV,National Highways Authority of India [NHAI],Tamil Nadu,02/2021,01/2023,01/2025,09/2026,1359.81,1359.81,302.35,36.06
618743,,Trichy 135.800 to Karur 218.000 section of NH-67 - Trichy Bypass,National Highways Authority of India [NHAI],Tamil Nadu,NA,07/2007,10/2024,-,876.88,360.88,66.59,100
618744,N24002084,4L of Thirumangalam to Vadugapatti section from km 0.000 to km 36.000 of NH-744,National Highways Authority of India [NHAI],Tamil Nadu,03/2022,02/2023,02/2025,05/2026,1076.97,791.6,673.36,94.9
618745,N24002114,4L of Vadugapatti to Therkuvenganallur Rajapalyam section from km 36.000 to km 71.600 of NH-744,National Highways Authority of India [NHAI],Tamil Nadu,02/2022,04/2023,04/2025,04/2026,1317.6,1137.16,919.66,99.96
618756,N24001605,Melur - Pilayarpatti - Karaikudi from km 99.920 of NH 38 to km 12.9 of NH 383 Ext.,National Highways Authority of India [NHAI],Tamil Nadu,12/2018,03/2020,03/2022,07/2026,1103.86,1085.41,669.32,91.72
618773,,Tuticorin - Tirunelveli from km. 0.00 to km. 47.250,National Highways Authority of India [NHAI],Tamil Nadu,NA,04/2010,04/2012,-,449.85,452.48,1.17,100
618800,N24002109,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package II from Km 4.604 to Km 9.700,National Highways Authority of India [NHAI],Tamil Nadu,03/2023,11/2023,05/2026,11/2027,1616.97,1616.97,141.23,16.61
618801,N24002110,Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from Km -0342 to Km 20223 Package 1 from Km - 0342 to Km 4604,National Highways Authority of India [NHAI],Tamil Nadu,03/2023,11/2023,05/2026,11/2027,1388.59,1388.59,150.68,20.6
618846,,Poondiyankuppam Km.67.000 to Sattanathapuram Km.123.800,National Highways Authority of India [NHAI],Tamil Nadu,03/2018,01/2022,01/2024,04/2026,2565.63,2319.35,1077.71,99.8
618874,,Four Laning of Trichy - Dindigul from km. 333.00 to km. 421.273 of NH-45,National Highways Authority of India [NHAI],Tamil Nadu,12/2006,01/2008,07/2010,04/2026,1003.11,435.81,8.36,100
618894,N24001602,,National Highways Authority of India [NHAI],Tamil Nadu,01/2019,12/2020,12/2022,04/2026,1772.13,1772.13,461.42,91.84
618895,N24001601,Kamalapuram to Oddanchatram from km. 0.00 to km. 35.822,National Highways Authority of India [NHAI],Tamil Nadu,01/2019,01/2021,01/2023,05/2026,1319.42,1319.42,388.15,91.73
618897,N24000708,4L of Sethiyathope -Cholapuram section from Km. 65.960 to Km. 116.440 section of NH45 C Pkg-II,National Highways Authority of India [NHAI],Tamil Nadu,03/2017,08/2018,08/2020,04/2026,2356.19,2356.9,1011.39,100
618898,,Balance Works for Four laning of Vikravandi to Sethiyathope section from Km 0.0 to Km 65.96 of NH-45C in Tamil Nadu under NHDP Phase-IV on EPC mode,National Highways Authority of India [NHAI],Tamil Nadu,01/2025,06/2025,06/2027,06/2027,1163.17,834.46,138.72,22.12
618899,,Kallagam km.38.700 to Meensurutti Km.98.433 of NH-227 in Tamil Nadu,National Highways Authority of India [NHAI],Tamil Nadu,02/2018,04/2019,04/2021,04/2026,1499.12,1499.12,640.87,100
618943,,Salem - Ulundurpet section from km 0.313 to km 136.670 of NH-68,National Highways Authority of India [NHAI],Tamil Nadu,12/2006,01/2008,01/2011,05/2026,861.23,1019.85,135.17,100
619045,,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package IV from Km 14.185 to Km 20.593,National Highways Authority of India [NHAI],Tamil Nadu,03/2023,11/2023,05/2026,11/2027,1205.4,1210.21,39.06,7.31
619074,,6-laning of Krishnagiri Km.0.000 to Walajahpet Km.148.300 section on NH-46 under NHDP-V,National Highways Authority of India [NHAI],Tamil Nadu,12/2009,06/2011,12/2013,06/2026,1673.17,781.74,266.14,99.99
619083,,,National Highways Authority of India [NHAI],Tamil Nadu,06/2005,08/2006,02/2009,05/2026,255.53,395.43,205.97,100
619084,,Start of Karur Bypass - Dindigul from km. 292.600 to km. 305.600 Contract Package No. NS2/BOT/TN-4,National Highways Authority of India [NHAI],Tamil Nadu,08/2005,10/2006,04/2009,04/2026,461.54,515.03,42.27,100
619086,,Chengapalli km 102.035 to Neelambur Km144.680 and Madukkarai Km 170.880 to Walayar K183.010 Package No. NS-2/BOT/TN-08,National Highways Authority of India [NHAI],Tamil Nadu,10/2009,09/2010,03/2013,04/2026,852,285.55,5.01,100
619094,N24001694,Thorapalli - Agraharam - Jittandahalli Section from km 23.350 to km 60.100 [Hosur to Dhamrapuri Pkg-2],National Highways Authority of India [NHAI],Tamil Nadu,02/2019,12/2021,12/2023,12/2026,1243.57,1272.11,589.41,82.56
619129,N24001721,Mahabalipuram - Pondicherry Pkg-I [Mamallapuram to Mugaiyur],National Highways Authority of India [NHAI],Tamil Nadu,02/2019,05/2022,05/2024,08/2026,1360.54,1477.94,552.9,58.65
619130,N24002111,Mahabalipuram - Pondicherry Pkg-II [Mugaiyur to Marakkanam],National Highways Authority of India [NHAI],Tamil Nadu,02/2019,12/2023,12/2025,08/2026,1116.13,1463.75,520.05,53.41
619131,N24000826,Four Laning of Chettikulam to Natham section of NH-785,National Highways Authority of India [NHAI],Tamil Nadu,03/2018,11/2018,11/2020,05/2026,837.61,823.93,168.75,99.75
619139,,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package III from Km 9.700 to Km 14.185,National Highways Authority of India [NHAI],Tamil Nadu,03/2023,11/2023,05/2026,11/2027,1299.36,1299.36,123.13,16.09
619161,,Access Controlled Highway of 4 Lane with Paved Shoulders from Tiruvallur Design Chainage Km 1756 to TN/AP Broder Design Chainage Km 6151 of NH-716 Chennai- Tirupati Package-1,National Highways Authority of India [NHAI],Tamil Nadu,03/2024,12/2024,12/2026,12/2026,1376.1,1247.7,133.95,33.86
619222,,"Balance works of four lane from km 43.950 Thiruvallur Bypass to km 61.470 Veppampattu Bypass passing through Thannerkulam, Thozur and Sevapet Bypass 17.520 kms of Tirupathi- Tiruttani- Chennai section of NH 205",National Highways Authority of India [NHAI],Tamil Nadu,03/2022,09/2022,09/2024,04/2026,467.99,699.68,443.83,97.92
617913,N24000987,6-laning of km 9.900 to km 19/948 Aramgarh to Shamshabad Section of Hyderabad- Bangalore section of NH-44 Under NHO EPC basis in the state of Telangana,MoRTH,Telangana,01/2018,05/2018,05/2020,12/2025,283.15,300.7,480.38,92.62
617936,N24000981,Widening to two/four lane with paved shoulder from Km.180.600 to Km.223.000 of NH-63 on Nizamabad-Jagadalpur road on EPC mode under NHO in the state of Telangana.,MoRTH,Telangana,10/2016,03/2017,03/2019,-,253.99,183.26,0,100
617939,,6-Laning of Pune-Hyderabad Section of NH-65 from Km 493/0 to Km 524/0 from Sangareddy X Roads to Madinaguda in the State of Telangana,MoRTH,Telangana,03/2023,07/2024,07/2026,07/2026,1297.75,1297.75,0,34.07
617940,N24002004,"Rehabilitation and Upgradation of LB-Nagar to Malkapur section to 6-Lane main carriageway with service roads, drains cum footpath, including VUPs and widening of Minor bridge & road safety provisions from Km. 15/00 to Km 40/00 of NH-65 Old NH-9 under NH O for the year 2020-21 in the state of Telangana on EPC Mode.",MoRTH,Telangana,03/2021,07/2022,07/2024,06/2026,545.11,545.11,273.89,80.59
